movie,studio,production_budget,domestic_gross,worldwide_gross,release_month,foreign_gross,net_profit
Escape Plan,LG/S,70000000.0,25135965.0,103735965.0,October,78600000.0,33735965.0
The Lazarus Effect,Rela.,5000000.0,25801570.0,38359310.0,February,12557740.0,33359310.0
50/50,Sum.,8000000.0,35016118.0,41334735.0,September,6318617.0,33334735.0
Courageous,TriS,2000000.0,34522221.0,35185884.0,September,663663.0,33185884.0
Colombiana,TriS,40000000.0,36665854.0,72295262.0,August,35629408.0,32295262.0
The Kids Are All Right,Focus,4000000.0,20811365.0,36275469.0,July,15464104.0,32275469.0
The Place Beyond the Pines,Focus,15000000.0,21403519.0,47011449.0,March,25607930.0,32011449.0
The Five-Year Engagement,Uni.,30000000.0,28700285.0,61623819.0,April,32923534.0,31623819.0
Larry Crowne,Uni.,30000000.0,35608245.0,61449135.0,July,25840890.0,31449135.0
Daybreakers,LGF,20000000.0,30101577.0,51445503.0,January,21343926.0,31445503.0
Mile 22,STX,35000000.0,36108758.0,66295121.0,August,30186363.0,31295121.0
Here Comes the Boom,Sony,42000000.0,45290318.0,73239258.0,October,27948940.0,31239258.0
Jumping the Broom,TriS,7000000.0,37295394.0,38158601.0,May,863207.0,31158601.0
Carol,Wein.,11800000.0,12711491.0,42843521.0,November,30132030.0,31043521.0
The Switch,Mira.,19000000.0,27758465.0,49858465.0,August,22100000.0,30858465.0
The Forest,Focus,10000000.0,26594261.0,40749230.0,January,14154969.0,30749230.0
Runner Runner,Fox,30000000.0,19316646.0,60512680.0,October,41196034.0,30512680.0
A Wrinkle in Time,BV,103000000.0,100478608.0,133401882.0,March,32923274.0,30401882.0
Something Borrowed,WB,35000000.0,39046489.0,65084116.0,May,26037627.0,30084116.0
Hot Tub Time Machine,MGM,36000000.0,50269859.0,65967750.0,March,15697891.0,29967750.0
Gifted,FoxS,7000000.0,24801212.0,36964656.0,April,12163444.0,29964656.0
The Man From U.N.C.L.E.,WB,75000000.0,45445109.0,104949584.0,August,59504475.0,29949584.0
Kevin Hart: Let Me Explain,LG/S,2500000.0,32244051.0,32327255.0,July,83204.0,29827255.0
Grudge Match,WB,40000000.0,29807260.0,69807260.0,December,40000000.0,29807260.0
The Longest Ride,Fox,34000000.0,37446117.0,63802928.0,April,26356811.0,29802928.0
Homefront,ORF,22000000.0,20158492.0,51695362.0,November,31536870.0,29695362.0
21 and Over,Rela.,13000000.0,25682380.0,42195766.0,March,16513386.0,29195766.0
Earth to Echo,Rela.,13000000.0,38934842.0,42174545.0,July,3239703.0,29174545.0
Soul Surfer,TriS,18000000.0,43853424.0,47158652.0,April,3305228.0,29158652.0
Devil's Due,Fox,7000000.0,15821461.0,36146087.0,January,20324626.0,29146087.0
A Walk in the Woods,BG,8000000.0,29499394.0,37119358.0,September,7619964.0,29119358.0
Blair Witch,LGF,10000000.0,20777061.0,38985577.0,September,18208516.0,28985577.0
"McFarland, USA",BV,17000000.0,44480275.0,45707924.0,February,1227649.0,28707924.0
She's Out of My League,Par.,20000000.0,32010860.0,48680977.0,March,16670117.0,28680977.0
Cloud Atlas,WB,102000000.0,27108272.0,130673154.0,October,103564882.0,28673154.0
Sherlock Gnomes,Par.,59000000.0,43242871.0,87527651.0,March,44284780.0,28527651.0
Uncle Drew,LG/S,18000000.0,42469946.0,46527161.0,June,4057215.0,28527161.0
Pompeii,TriS,80000000.0,23169033.0,108469033.0,February,85300000.0,28469033.0
Lawless,Wein.,26000000.0,37397291.0,54393687.0,August,16996396.0,28393687.0
The Darkest Hour,Sum.,34800000.0,21443494.0,62831715.0,December,41388221.0,28031715.0
Cats & Dogs: The Revenge of Kitty Galore,WB,85000000.0,43585753.0,113026383.0,July,69440630.0,28026383.0
Texas Chainsaw 3D,LGF,20000000.0,34341945.0,47666013.0,January,13324068.0,27666013.0
Jackie,FoxS,9000000.0,13960394.0,36588512.0,December,22628118.0,27588512.0
Tyler Perry's A Madea Christmas,LGF,25000000.0,52543354.0,52543354.0,December,0.0,27543354.0
The World's End,Focus,20000000.0,26004851.0,47508505.0,August,21503654.0,27508505.0
The Night Before,Sony,25000000.0,43035725.0,52427346.0,November,9391621.0,27427346.0
Amour,SPC,9700000.0,6738954.0,36787044.0,December,30048090.0,27087044.0
Florence Foster Jenkins,Par.,29000000.0,27383770.0,56000339.0,August,28616569.0,27000339.0
Rough Night,Sony,20000000.0,22105643.0,46844357.0,June,24738714.0,26844357.0
Peppermint,STX,25000000.0,35418723.0,51800758.0,September,16382035.0,26800758.0
The Tree of Life,FoxS,35000000.0,13305665.0,61721826.0,May,48416161.0,26721826.0
The Debt,Focus,20000000.0,31177548.0,46604054.0,August,15426506.0,26604054.0
The Walk,TriS,35000000.0,10161183.0,61492104.0,September,51330921.0,26492104.0
Risen,Sony,20000000.0,36880033.0,46255763.0,February,9375730.0,26255763.0
Spring Breakers,A24,5000000.0,14124286.0,31149251.0,March,17024965.0,26149251.0
The Judge,WB,50000000.0,47119388.0,76119388.0,October,29000000.0,26119388.0
The 15:17 to Paris,WB,30000000.0,36276286.0,56096200.0,February,19819914.0,26096200.0
You're Next,LGF,1000000.0,18494006.0,26887177.0,August,8393171.0,25887177.0
August: Osage County,Wein.,25000000.0,37738810.0,50738810.0,December,13000000.0,25738810.0
Hell or High Water,LGF,12000000.0,27007844.0,37584304.0,August,10576460.0,25584304.0
Almost Christmas,Uni.,17000000.0,42065185.0,42493506.0,November,428321.0,25493506.0
Jobs,ORF,18000000.0,16131410.0,43402515.0,August,27271105.0,25402515.0
Secretariat,BV,35000000.0,59699513.0,60376247.0,October,676734.0,25376247.0
Ex Machina,A24,13000000.0,25440971.0,38358392.0,April,12917421.0,25358392.0
Jersey Boys,WB,40000000.0,47047013.0,65282732.0,June,18235719.0,25282732.0
The Little Prince,EOne,77500000.0,1311213.0,102028919.0,February,100717706.0,24528919.0
Muppets Most Wanted,BV,55000000.0,51178893.0,79312301.0,March,28133408.0,24312301.0
My Week with Marilyn,Wein.,10000000.0,14597405.0,34240572.0,November,19643167.0,24240572.0
Killing Them Softly,Wein.,15000000.0,14945541.0,39238443.0,November,24292902.0,24238443.0
Love the Coopers,LGF,18000000.0,26302731.0,42227490.0,November,15924759.0,24227490.0
Dark Skies,W/Dim.,3500000.0,17418667.0,27704111.0,February,10285444.0,24204111.0
Priest,SGem,60000000.0,29136626.0,84154026.0,May,55017400.0,24154026.0
T2: Trainspotting,TriS,18000000.0,2402004.0,42091262.0,March,39689258.0,24091262.0
The Three Stooges,Fox,30000000.0,44338224.0,54052249.0,April,9714025.0,24052249.0
The Change-Up,Uni.,52000000.0,37243418.0,75997067.0,August,38753649.0,23997067.0
Arbitrage,RAtt.,12000000.0,7919574.0,35830713.0,September,27911139.0,23830713.0
The Bye Bye Man,STX,7400000.0,22395806.0,31187727.0,January,8791921.0,23787727.0
Room,A24,13000000.0,14677674.0,36262783.0,October,21585109.0,23262783.0
Ricki and the Flash,TriS,18000000.0,26839498.0,41166033.0,August,14326535.0,23166033.0
Happy Feet Two,WB,135000000.0,64006466.0,157956466.0,November,93950000.0,22956466.0
Adrift,STX,35000000.0,31445011.0,57897191.0,June,26452180.0,22897191.0
Edge of Darkness,WB,60000000.0,43313890.0,82812456.0,January,39498566.0,22812456.0
Kubo and the Two Strings,Focus,55000000.0,48023088.0,77548122.0,August,29525034.0,22548122.0
Eye in the Sky,BST,13000000.0,18704596.0,35402802.0,March,16698206.0,22402802.0
Home Again,ORF,15000000.0,27020284.0,37336874.0,September,10316590.0,22336874.0
Brooklyn's Finest,Over.,17000000.0,27163593.0,39233233.0,March,12069640.0,22233233.0
Eddie the Eagle,Fox,23000000.0,15789389.0,45060480.0,February,29271091.0,22060480.0
Anna Karenina,Focus,49000000.0,12816367.0,71004627.0,November,58188260.0,22004627.0
Inside Llewyn Davis,CBS,11000000.0,13248209.0,32943247.0,December,19695038.0,21943247.0
Dolphin Tale 2,WB,36000000.0,42024533.0,57824533.0,September,15800000.0,21824533.0
Mary Queen of Scots,Focus,25000000.0,16468499.0,46734733.0,December,30266234.0,21734733.0
Tyler Perry's Good Deeds,LGF,14000000.0,35025791.0,35579177.0,February,553386.0,21579177.0
Mud,RAtt.,10000000.0,21590086.0,31556959.0,April,9966873.0,21556959.0
Apollo 18,W/Dim.,5000000.0,17686929.0,26517819.0,September,8830890.0,21517819.0
Beasts of the Southern Wild,FoxS,1800000.0,12795746.0,23265132.0,June,10469386.0,21465132.0
The Last Exorcism Part II,CBS,4000000.0,15179303.0,25448707.0,March,10269404.0,21448707.0
Hunt for the Wilderpeople,Orch.,2500000.0,5205471.0,23845533.0,June,18640062.0,21345533.0
This is Where I Leave You,WB,20000000.0,34296320.0,41296320.0,September,7000000.0,21296320.0
It Follows,RTWC,2000000.0,14674077.0,23250755.0,March,8576678.0,21250755.0
Movie 43,Rela.,10000000.0,8840453.0,31164747.0,January,22324294.0,21164747.0
A Most Wanted Man,RAtt.,15000000.0,17237855.0,36068890.0,July,18831035.0,21068890.0
Beastly,CBS,17000000.0,27865571.0,38028230.0,March,10162659.0,21028230.0
Project Almanac,Par.,12000000.0,22348241.0,32909437.0,January,10561196.0,20909437.0
Our Idiot Brother,Wein.,5000000.0,24814830.0,25861249.0,August,1046419.0,20861249.0
When the Bough Breaks,SGem,10000000.0,29747603.0,30768449.0,September,1020846.0,20768449.0
Katy Perry: Part of Me,Par.,12000000.0,25326071.0,32700439.0,July,7374368.0,20700439.0
Killers,LGF,75000000.0,47059963.0,95572749.0,June,48512786.0,20572749.0
The Ghost Writer,Sum.,45000000.0,15541549.0,65532491.0,February,49990942.0,20532491.0
"Paul, Apostle of Christ",Affirm,5000000.0,17547999.0,25529498.0,March,7981499.0,20529498.0
Before Midnight,SPC,3000000.0,8110621.0,23251930.0,May,15141309.0,20251930.0
Winnie the Pooh,BV,30000000.0,26692846.0,50145607.0,July,23452761.0,20145607.0
The Perks of Being a Wallflower,LG/S,13000000.0,17742948.0,33069303.0,September,15326355.0,20069303.0
Suffragette,Focus,14000000.0,4702420.0,34044909.0,October,29342489.0,20044909.0
Crimson Peak,Uni.,55000000.0,31090320.0,74966854.0,October,43876534.0,19966854.0
The November Man,Rela.,15000000.0,25018119.0,34820335.0,August,9802216.0,19820335.0
Morning Glory,Par.,40000000.0,31011732.0,59795070.0,November,28783338.0,19795070.0
Monte Carlo,Fox,20000000.0,23186769.0,39686769.0,July,16500000.0,19686769.0
Seven Psychopaths,CBS,13500000.0,15024049.0,33035736.0,October,18011687.0,19535736.0
Green Lantern,WB,200000000.0,116601172.0,219535492.0,June,102934320.0,19535492.0
13 Hours: The Secret Soldiers of Benghazi,Par.,50000000.0,52853219.0,69411370.0,January,16558151.0,19411370.0
Buried,LGF,1987650.0,1044143.0,21270290.0,September,20226147.0,19282640.0
You Will Meet a Tall Dark Stranger,SPC,15000000.0,3247816.0,34247816.0,September,31000000.0,19247816.0
Hall Pass,WB (NL),68000000.0,45060734.0,87173475.0,February,42112741.0,19173475.0
Cop Out,WB,37000000.0,44875481.0,55909910.0,February,11034429.0,18909910.0
The Spy Next Door,LGF,28000000.0,24307106.0,46752858.0,January,22445752.0,18752858.0
The Disaster Artist,A24,10000000.0,21120616.0,28717667.0,December,7597051.0,18717667.0
Soul Kitchen,IFC,4900000.0,276901.0,23347461.0,August,23070560.0,18447461.0
Evolution,IFC,80000000.0,38311134.0,98341932.0,June,60030798.0,18341932.0
The Last Stand,LGF,30000000.0,12050299.0,48330757.0,January,36280458.0,18330757.0
On the Basis of Sex,Focus,20000000.0,24622687.0,38073377.0,December,13450690.0,18073377.0
Ender's Game,LG/S,110000000.0,61737191.0,127983283.0,November,66246092.0,17983283.0
Dinner for Schmucks,P/DW,69000000.0,73026337.0,86796502.0,July,13770165.0,17796502.0
Enough Said,FoxS,8000000.0,17550872.0,25621449.0,September,8070577.0,17621449.0
The Nut Job 2: Nutty by Nature,ORF,40000000.0,28370522.0,57438389.0,August,29067867.0,17438389.0
Legend,Uni.,25000000.0,1872994.0,42425450.0,November,40552456.0,17425450.0
Big Eyes,Wein.,10000000.0,14482031.0,27317872.0,December,12835841.0,17317872.0
A Haunted House 2,ORF,4000000.0,17329487.0,21206861.0,April,3877374.0,17206861.0
Fifty Shades of Black,ORF,5000000.0,11686940.0,22113075.0,January,10426135.0,17113075.0
Margin Call,RAtt.,3400000.0,5353586.0,20433227.0,October,15079641.0,17033227.0
For Colored Girls,LGF,21000000.0,37729698.0,38017873.0,November,288175.0,17017873.0
Run All Night,WB,50000000.0,26461644.0,66961644.0,March,40500000.0,16961644.0
Burnt,Wein.,20000000.0,13651946.0,36773510.0,October,23121564.0,16773510.0
Fruitvale Station,Wein.,900000.0,16098998.0,17549645.0,July,1450647.0,16649645.0
Entourage,WB,30000000.0,32363404.0,46438538.0,June,14075134.0,16438538.0
A Very Harold & Kumar 3D Christmas,WB,20000000.0,35061031.0,36265745.0,November,1204714.0,16265745.0
The Mortal Instruments: City of Bones,SGem,60000000.0,31165421.0,75965567.0,August,44800146.0,15965567.0
The Big Wedding,LGF,32500000.0,21819348.0,48425971.0,April,26606623.0,15925971.0
Snatched,Fox,42000000.0,45852178.0,57852177.0,May,11999999.0,15852177.0
Blue Valentine,Wein.,1000000.0,9737892.0,16566240.0,December,6828348.0,15566240.0
Unfriended: Dark Web,BH Tilt,1000000.0,8866745.0,16434588.0,July,7567843.0,15434588.0
Fist Fight,WB (NL),25000000.0,32187017.0,40286416.0,February,8099399.0,15286416.0
Logan Lucky,BST,29000000.0,27778642.0,44264271.0,August,16485629.0,15264271.0
The Odd Life of Timothy Green,BV,40000000.0,51853450.0,55249159.0,August,3395709.0,15249159.0
The Guard,SPC,6000000.0,5359774.0,21197454.0,July,15837680.0,15197454.0
Hardcore Henry,STX,2000000.0,9252038.0,17187434.0,April,7935396.0,15187434.0
When the Game Stands Tall,TriS,15000000.0,30127963.0,30138912.0,August,10949.0,15138912.0
The Best of Me,Rela.,26000000.0,26766213.0,41059418.0,October,14293205.0,15059418.0
Middle School: The Worst Years of My Life,LGF,8500000.0,20007149.0,23311293.0,October,3304144.0,14811293.0
Sucker Punch,WB,75000000.0,36392502.0,89758389.0,March,53365887.0,14758389.0
Silent House,ORF,2000000.0,12739737.0,16610760.0,March,3871023.0,14610760.0
Baggage Claim,FoxS,8500000.0,21569509.0,22885836.0,September,1316327.0,14385836.0
Million Dollar Arm,BV,25000000.0,36447959.0,39217912.0,May,2769953.0,14217912.0
Winter's Bone,RAtt.,2000000.0,6531503.0,16131551.0,June,9600048.0,14131551.0
Don't Be Afraid of the Dark,FD,25000000.0,24046682.0,39126427.0,August,15079745.0,14126427.0
Top Five,Par.,12000000.0,25317379.0,26001741.0,December,684362.0,14001741.0
The Eagle,Focus,25000000.0,19490041.0,38993548.0,February,19503507.0,13993548.0
Before I Fall,ORF,5000000.0,12241072.0,18945682.0,March,6704610.0,13945682.0
Lockout,FD,20000000.0,14326865.0,33943049.0,April,19616184.0,13943049.0
Shame,FoxS,6500000.0,4002293.0,20412841.0,December,16410548.0,13912841.0
Seventh Son,Uni.,95000000.0,17725785.0,108874967.0,February,91149182.0,13874967.0
Polisse,IFC,8900000.0,176988.0,22744132.0,May,22567144.0,13844132.0
The Sitter,Fox,25000000.0,30542576.0,38749404.0,December,8206828.0,13749404.0
The Gambler,Par.,25000000.0,33680992.0,38718031.0,December,5037039.0,13718031.0
"Hello, My Name is Doris",RAtt.,1000000.0,14444999.0,14662703.0,March,217704.0,13662703.0
Leap Year,Uni.,19000000.0,25918920.0,32618920.0,January,6700000.0,13618920.0
Diary of a Wimpy Kid: The Long Haul,Fox,22000000.0,20738724.0,35609577.0,May,14870853.0,13609577.0
Upgrade,BH Tilt,3000000.0,11977130.0,16553285.0,June,4576155.0,13553285.0
Parker,FD,35000000.0,17616641.0,48543388.0,January,30926747.0,13543388.0
Haywire,Rela.,23000000.0,18942396.0,36374700.0,January,17432304.0,13374700.0
Allied,Par.,106000000.0,40098064.0,119266661.0,November,79168597.0,13266661.0
The Master,Wein.,37500000.0,16247159.0,50647416.0,September,34400257.0,13147416.0
Black or White,Rela.,9000000.0,21571189.0,21971021.0,January,399832.0,12971021.0
30 Minutes or Less,Sony,28000000.0,37053924.0,40966716.0,August,3912792.0,12966716.0
[Rec] 2,Magn.,5600000.0,27766.0,18527766.0,July,18500000.0,12927766.0
You Again,BV,20000000.0,25702053.0,32838945.0,September,7136892.0,12838945.0
Patriots Day,LGF,40000000.0,31886361.0,52837989.0,December,20951628.0,12837989.0
Nebraska,Par.,12000000.0,17654912.0,24761360.0,November,7106448.0,12761360.0
Unsane,BST,1500000.0,7690044.0,14244931.0,March,6554887.0,12744931.0
Ida,MBox,2600000.0,3827060.0,15298355.0,May,11471295.0,12698355.0
Mommy,RAtt.,4900000.0,3498695.0,17536004.0,January,14037309.0,12636004.0
Hell Fest,LGF,5500000.0,11107431.0,18119231.0,September,7011800.0,12619231.0
Norm of the North,LGF,18000000.0,17062499.0,30535660.0,January,13473161.0,12535660.0
mother!,Par.,30000000.0,17800004.0,42531076.0,September,24731072.0,12531076.0
Addicted,LGF,5000000.0,17390770.0,17499242.0,October,108472.0,12499242.0
Ramona and Beezus,Fox,15000000.0,26167002.0,27469621.0,July,1302619.0,12469621.0
Melancholia,Magn.,9400000.0,3030848.0,21817298.0,November,18786450.0,12417298.0
The Dressmaker,BG,11900000.0,2022115.0,24041617.0,September,22019502.0,12141617.0
The Watch,Fox,55000000.0,34353000.0,67130045.0,July,32777045.0,12130045.0
The Hate U Give,Fox,23000000.0,29719483.0,35067665.0,October,5348182.0,12067665.0
Another Year,SPC,8000000.0,3205706.0,20005613.0,December,16799907.0,12005613.0
Do You Believe?,PFR,2300000.0,12985600.0,14304931.0,March,1319331.0,12004931.0
The Green Inferno,BH Tilt,1000000.0,7192291.0,12931420.0,September,5739129.0,11931420.0
Faster,CBS,24000000.0,23240020.0,35792945.0,November,12552925.0,11792945.0
Going the Distance,WB (NL),32000000.0,17804299.0,43603990.0,September,25799691.0,11603990.0
Sea Rex 3D: Journey to a Prehistoric World,3D,5000000.0,6096582.0,16515203.0,May,10418621.0,11515203.0
Wish Upon,BG,12000000.0,14301505.0,23477345.0,July,9175840.0,11477345.0
The Sapphires,Wein.,9000000.0,2450867.0,20395040.0,March,17944173.0,11395040.0
Dope,ORF,7000000.0,17506470.0,18190831.0,June,684361.0,11190831.0
Mr. Turner,SPC,14000000.0,3958546.0,25187026.0,December,21228480.0,11187026.0
Beginners,Focus,3200000.0,5790894.0,14314407.0,June,8523513.0,11114407.0
Youth,FoxS,13000000.0,2703296.0,24001573.0,December,21298277.0,11001573.0
3 Days to Kill,Rela.,28000000.0,30697999.0,38959900.0,February,8261901.0,10959900.0
Vice,Annapurna,60000000.0,47836282.0,70883171.0,December,23046889.0,10883171.0
Young Adult,Par.,12000000.0,16311571.0,22750356.0,December,6438785.0,10750356.0
Hot Pursuit,WB (NL),35000000.0,34580201.0,45671512.0,May,11091311.0,10671512.0
The Lunchbox,SPC,1700000.0,4231500.0,12231500.0,February,8000000.0,10531500.0
The Sessions,FoxS,1000000.0,6002451.0,11495204.0,October,5492753.0,10495204.0
The Words,CBS,6000000.0,11494838.0,16369708.0,September,4874870.0,10369708.0
What's Your Number?,Fox,20000000.0,14011084.0,30163785.0,September,16152701.0,10163785.0
The Edge of Seventeen,STX,9000000.0,14431633.0,19096003.0,November,4664370.0,10096003.0
Somewhere,Focus,7000000.0,1785645.0,17023121.0,December,15237476.0,10023121.0
"I Love You, Phillip Morris",RAtt.,13000000.0,2037459.0,23014027.0,December,20976568.0,10014027.0
The Campaign,WB,95000000.0,86907746.0,104907746.0,August,18000000.0,9907746.0
Nocturnal Animals,Focus,22500000.0,10663357.0,32398681.0,November,21735324.0,9898681.0
All Eyez on Me,LG/S,45000000.0,44922302.0,54876855.0,June,9954553.0,9876855.0
Just Wright,FoxS,12000000.0,21540363.0,21867665.0,May,327302.0,9867665.0
The Nice Guys,WB,50000000.0,36261763.0,59596747.0,May,23334984.0,9596747.0
Bachelorette,RTWC,3000000.0,446770.0,12577401.0,September,12130631.0,9577401.0
"I, Frankenstein",LGF,65000000.0,19075290.0,74575290.0,January,55500000.0,9575290.0
The Founder,Wein.,15000000.0,12786053.0,24403192.0,January,11617139.0,9403192.0
A Street Cat Named Bob,Cleopatra,8000000.0,82703.0,17382693.0,November,17299990.0,9382693.0
The Florida Project,A24,2000000.0,5904366.0,11295324.0,October,5390958.0,9295324.0
Khiladi 786,Eros,5600000.0,385422.0,14683763.0,December,14298341.0,9083763.0
Housefull,Eros,10100000.0,1183658.0,18726300.0,April,17542642.0,8626300.0
The Water Diviner,WB,22500000.0,4200117.0,31054727.0,April,26854610.0,8554727.0
Let Me In,Over.,20000000.0,12134935.0,28270399.0,October,16135464.0,8270399.0
Frances Ha,IFC,3000000.0,4067398.0,11262769.0,May,7195371.0,8262769.0
ABCD (Any Body Can Dance),UTV,1900000.0,222098.0,10137234.0,February,9915136.0,8237234.0
The Snowman,Uni.,35000000.0,6670765.0,43226146.0,October,36555381.0,8226146.0
We Are Your Friends,WB,2000000.0,3591417.0,10153415.0,August,6561998.0,8153415.0
Le Havre,Jan.,5500000.0,611709.0,13480196.0,October,12868487.0,7980196.0
Kites,Relbig.,9200000.0,1685269.0,17155193.0,May,15469924.0,7955193.0
Mao's Last Dancer,Gold.,18000000.0,4806750.0,25941437.0,August,21134687.0,7941437.0
The Other Side of the Door,Fox,5000000.0,3000342.0,12905107.0,March,9904765.0,7905107.0
If Beale Street Could Talk,Annapurna,12000000.0,14915773.0,19859167.0,December,4943394.0,7859167.0
John Carter,BV,275000000.0,73058679.0,282778100.0,March,209719421.0,7778100.0
Self/Less,Focus,26000000.0,12279691.0,33667319.0,July,21387628.0,7667319.0
Made in Dagenham,SPC,8000000.0,1095369.0,15644196.0,November,14548827.0,7644196.0
Man on a Ledge,LG/S,42000000.0,18620000.0,49621440.0,January,31001440.0,7621440.0
While We're Young,A24,10000000.0,7582065.0,17503828.0,March,9921763.0,7503828.0
Our Family Wedding,FoxS,14000000.0,20255281.0,21410546.0,March,1155265.0,7410546.0
The Man with the Iron Fists,Uni.,15000000.0,15634090.0,22018988.0,November,6384898.0,7018988.0
The Darkness,BH Tilt,4000000.0,10753574.0,10898293.0,May,144719.0,6898293.0
Oceans,BV,80000000.0,19422319.0,86787530.0,April,67365211.0,6787530.0
Trance,FoxS,16000000.0,2322593.0,22594052.0,April,20271459.0,6594052.0
The Drop,FoxS,12600000.0,10724389.0,19054534.0,September,8330145.0,6454534.0
Dum Maaro Dum,FoxS,5200000.0,564489.0,11633427.0,April,11068938.0,6433427.0
Triple 9,ORF,20000000.0,12639297.0,25943792.0,February,13304495.0,5943792.0
The Railway Man,Wein.,18000000.0,4438438.0,23910210.0,April,19471772.0,5910210.0
Khumba,MNE,15000000.0,0.0,20898221.0,December,20898221.0,5898221.0
Nowhere Boy,Wein.,1900000.0,1445366.0,7785229.0,October,6339863.0,5885229.0
Inside Job,SPC,2000000.0,4311834.0,7799257.0,October,3487423.0,5799257.0
Admission,Focus,13000000.0,18007317.0,18733666.0,March,726349.0,5733666.0
Paterson,BST,5000000.0,2141423.0,10727536.0,December,8586113.0,5727536.0
Keanu,WB (NL),15000000.0,20591853.0,20688141.0,April,96288.0,5688141.0
Country Strong,SGem,15000000.0,20218921.0,20601987.0,December,383066.0,5601987.0
Steve Jobs,Uni.,30000000.0,17766658.0,35579007.0,October,17812349.0,5579007.0
The Babadook,IFC,2000000.0,950792.0,7482387.0,November,6531595.0,5482387.0
The Cold Light of Day,LG/S,20000000.0,3763583.0,25361206.0,September,21597623.0,5361206.0
Zoolander 2,Par.,50000000.0,28848693.0,55348693.0,February,26500000.0,5348693.0
Snow Flower and the Secret Fan,FoxS,6000000.0,1348205.0,11348205.0,July,10000000.0,5348205.0
American Assassin,LGF,63000000.0,36249674.0,68310140.0,September,32060466.0,5310140.0
The Perfect Match,LGF,5000000.0,9669521.0,10182050.0,March,512529.0,5182050.0
Monsters,Magn.,500000.0,237301.0,5639730.0,October,5402429.0,5139730.0
The Losers,WB,25000000.0,23591432.0,29863840.0,April,6272408.0,4863840.0
Draft Day,LG/S,25000000.0,28842237.0,29847480.0,April,1005243.0,4847480.0
The Skeleton Twins,RAtt.,1000000.0,5284309.0,5797192.0,September,512883.0,4797192.0
Harry Brown,Gold.,7300000.0,1818681.0,12023606.0,April,10204925.0,4723606.0
Superfly,Sony,16000000.0,20537137.0,20723581.0,June,186444.0,4723581.0
The Raven,Rela.,26000000.0,16008272.0,30601801.0,April,14593529.0,4601801.0
Charlie St. Cloud,Uni.,44000000.0,31206263.0,48478084.0,July,17271821.0,4478084.0
Compadres,PNT,3000000.0,3127773.0,7445044.0,April,4317271.0,4445044.0
Martha Marcy May Marlene,FoxS,1000000.0,2981038.0,5438911.0,October,2457873.0,4438911.0
The Spectacular Now,A24,2500000.0,6852971.0,6916951.0,August,63980.0,4416951.0
Incarnate,BH Tilt,5000000.0,4799774.0,9371036.0,December,4571262.0,4371036.0
The Darkest Minds,Fox,34000000.0,12695691.0,38361428.0,August,25665737.0,4361428.0
Furry Vengeance,Sum.,35000000.0,17630465.0,39340177.0,April,21709712.0,4340177.0
Knock Knock,LGP,2000000.0,36336.0,6328516.0,October,6292180.0,4328516.0
Dear White People,RAtt.,1250000.0,4404154.0,5403771.0,October,999617.0,4153771.0
Mustang,Cohen,1400000.0,845464.0,5552584.0,November,4707120.0,4152584.0
Bernie,MNE,6000000.0,9204489.0,10106975.0,April,902486.0,4106975.0
All Saints,Affirm,2000000.0,5802208.0,5941994.0,August,139786.0,3941994.0
Loving,Focus,9000000.0,7710234.0,12898064.0,November,5187830.0,3898064.0
Animal Kingdom,SPC,4200000.0,1044039.0,8078683.0,August,7034644.0,3878683.0
Winter in Wartime,SPC,5800000.0,542860.0,9662214.0,March,9119354.0,3862214.0
Get Low,SPC,7000000.0,9176933.0,10828305.0,July,1651372.0,3828305.0
We Need to Talk About Kevin,Osci.,7000000.0,1738692.0,10765283.0,January,9026591.0,3765283.0
Safety Not Guaranteed,FD,750000.0,4010957.0,4422318.0,June,411361.0,3672318.0
Joyful Noise,WB,27500000.0,30932113.0,31157914.0,January,225801.0,3657914.0
The Sweeney,EOne,4500000.0,26345.0,8000366.0,March,7974021.0,3500366.0
Like Crazy,ParV,250000.0,3395391.0,3728400.0,October,333009.0,3478400.0
A Monster Calls,Focus,43000000.0,3740823.0,46414530.0,January,42673707.0,3414530.0
The 33,WB,25000000.0,12227722.0,28400715.0,November,16172993.0,3400715.0
To Save a Life,Gold.,500000.0,3777210.0,3824868.0,January,47658.0,3324868.0
Cyrus,FoxS,7000000.0,7468936.0,10062896.0,June,2593960.0,3062896.0
Transcendence,WB,100000000.0,23022309.0,103039258.0,April,80016949.0,3039258.0
Jupiter Ascending,WB,179000000.0,47482519.0,181982519.0,February,134500000.0,2982519.0
Your Sister's Sister,IFC,120000.0,1597486.0,3090593.0,June,1493107.0,2970593.0
Celeste and Jesse Forever,SPC,840000.0,3103407.0,3787689.0,August,684282.0,2947689.0
Fish Tank,IFC,3000000.0,374675.0,5922292.0,January,5547617.0,2922292.0
Swiss Army Man,A24,3000000.0,4210454.0,5837111.0,June,1626657.0,2837111.0
Prom,BV,8000000.0,10130219.0,10763183.0,April,632964.0,2763183.0
Jack the Giant Slayer,WB (NL),195000000.0,65187603.0,197687603.0,March,132500000.0,2687603.0
Submarine,Wein.,1900000.0,467602.0,4581937.0,June,4114335.0,2681937.0
A Ghost Story,A24,100000.0,1594798.0,2769782.0,July,1174984.0,2669782.0
Robot & Frank,Gold.,2500000.0,3317468.0,4934356.0,August,1616888.0,2434356.0
